nombre_superheroe,chin,left_eyebrow,right_eyebrow,nose_bridge,nose_tip,left_eye,right_eye,top_lip,bottom_lip
hulk,"[(33, 78), (29, 108), (28, 138), (28, 168), (30, 199), (40, 229), (55, 253), (77, 269), (110, 274), (145, 275), (181, 269), (214, 258), (240, 239), (257, 211), (266, 180), (272, 147), (278, 114)]","[(43, 49), (57, 32), (79, 28), (101, 31), (120, 41)]","[(152, 42), (179, 36), (207, 38), (232, 47), (249, 65)]","[(134, 63), (129, 81), (125, 98), (120, 117)]","[(99, 139), (109, 144), (121, 148), (135, 147), (150, 145)]","[(63, 68), (76, 58), (93, 59), (108, 71), (92, 75), (75, 74)]","[(172, 77), (187, 65), (205, 69), (219, 81), (205, 85), (187, 83)]","[(75, 189), (92, 179), (107, 173), (118, 179), (132, 177), (153, 188), (175, 202), (166, 201), (131, 193), (117, 192), (106, 189), (83, 190)]","[(175, 202), (150, 214), (128, 217), (113, 216), (101, 213), (88, 206), (75, 189), (83, 190), (104, 194), (115, 197), (130, 198), (166, 201)]"
hulk,"[(59, 132), (55, 163), (55, 193), (56, 225), (58, 256), (68, 286), (85, 309), (107, 325), (138, 331), (173, 332), (209, 325), (245, 316), (275, 298), (294, 271), (304, 239), (312, 207), (319, 173)]","[(69, 106), (83, 90), (105, 86), (127, 89), (148, 98)]","[(181, 102), (210, 99), (238, 102), (264, 112), (282, 131)]","[(162, 125), (156, 144), (150, 162), (144, 180)]","[(125, 203), (135, 208), (147, 212), (161, 211), (177, 211)]","[(91, 127), (104, 117), (122, 119), (135, 133), (119, 136), (102, 135)]","[(203, 142), (217, 130), (236, 134), (251, 147), (235, 151), (217, 149)]","[(106, 260), (119, 246), (135, 239), (145, 245), (159, 243), (178, 256), (197, 274), (189, 273), (158, 260), (144, 258), (133, 256), (113, 261)]","[(197, 274), (176, 284), (155, 286), (141, 284), (129, 281), (116, 275), (106, 260), (113, 261), (132, 263), (143, 266), (157, 267), (189, 273)]"
hulk,"[(80, 107), (73, 133), (71, 161), (71, 192), (71, 224), (75, 257), (85, 287), (99, 312), (127, 324), (164, 327), (205, 321), (244, 309), (278, 289), (301, 259), (314, 225), (323, 188), (330, 151)]","[(80, 74), (90, 59), (109, 56), (128, 59), (145, 69)]","[(178, 72), (207, 69), (236, 73), (263, 85), (281, 104)]","[(157, 96), (149, 115), (141, 132), (133, 152)]","[(118, 173), (126, 179), (137, 184), (152, 183), (168, 183)]","[(98, 99), (110, 90), (125, 92), (137, 104), (123, 106), (108, 105)]","[(201, 113), (218, 104), (235, 108), (249, 121), (233, 123), (216, 119)]","[(102, 225), (112, 213), (124, 207), (134, 214), (147, 212), (168, 226), (190, 245), (181, 243), (146, 230), (133, 228), (123, 225), (109, 226)]","[(190, 245), (164, 254), (142, 255), (128, 254), (117, 250), (108, 241), (102, 225), (109, 226), (121, 231), (131, 235), (144, 237), (181, 243)]"
hulk,"[(42, 115), (38, 146), (36, 177), (36, 209), (38, 243), (46, 275), (63, 301), (86, 321), (120, 330), (158, 332), (197, 324), (234, 310), (264, 289), (284, 259), (295, 226), (302, 192), (310, 157)]","[(58, 86), (71, 67), (94, 61), (118, 64), (140, 74)]","[(176, 78), (205, 74), (234, 78), (260, 90), (275, 114)]","[(154, 101), (148, 120), (142, 138), (136, 157)]","[(114, 181), (125, 187), (137, 192), (152, 191), (168, 190)]","[(80, 106), (95, 97), (112, 98), (126, 111), (110, 113), (93, 112)]","[(195, 120), (213, 111), (231, 115), (244, 128), (229, 130), (211, 126)]","[(92, 234), (107, 223), (123, 217), (134, 223), (148, 221), (166, 234), (186, 252), (177, 251), (146, 238), (133, 237), (121, 234), (100, 235)]","[(186, 252), (162, 261), (142, 262), (128, 261), (114, 257), (102, 249), (92, 234), (100, 235), (118, 238), (131, 242), (144, 243), (177, 251)]"
hulk,"[(73, 116), (68, 146), (65, 175), (63, 207), (63, 241), (69, 273), (84, 299), (107, 318), (141, 327), (180, 329), (219, 322), (255, 310), (284, 289), (302, 260), (313, 228), (321, 195), (328, 161)]","[(86, 84), (98, 66), (120, 59), (143, 62), (165, 72)]","[(200, 76), (228, 72), (257, 77), (283, 89), (298, 113)]","[(178, 98), (172, 116), (165, 133), (159, 152)]","[(137, 176), (148, 181), (159, 186), (175, 186), (191, 185)]","[(107, 104), (120, 95), (136, 97), (150, 109), (134, 110), (118, 109)]","[(218, 118), (234, 110), (251, 114), (265, 127), (249, 128), (232, 125)]","[(113, 230), (128, 215), (144, 209), (157, 215), (170, 214), (189, 227), (209, 248), (199, 246), (168, 231), (155, 229), (142, 226), (121, 230)]","[(209, 248), (185, 256), (163, 257), (149, 256), (135, 252), (123, 243), (113, 230), (121, 230), (140, 233), (153, 237), (166, 239), (199, 246)]"
hulk,"[(89, 102), (81, 130), (78, 159), (78, 192), (77, 227), (82, 263), (91, 294), (108, 317), (137, 327), (173, 330), (213, 324), (252, 312), (284, 291), (305, 261), (316, 224), (323, 187), (329, 148)]","[(92, 70), (105, 59), (123, 57), (141, 62), (157, 72)]","[(191, 76), (217, 72), (244, 74), (269, 82), (289, 98)]","[(167, 97), (160, 116), (152, 134), (144, 154)]","[(128, 177), (138, 184), (149, 190), (164, 188), (181, 186)]","[(107, 97), (118, 89), (134, 91), (147, 103), (131, 106), (116, 104)]","[(210, 112), (226, 104), (243, 108), (258, 119), (241, 122), (224, 119)]","[(112, 230), (123, 217), (136, 211), (147, 218), (159, 215), (180, 229), (203, 248), (194, 246), (158, 234), (146, 232), (135, 230), (120, 231)]","[(203, 248), (177, 258), (154, 260), (142, 259), (129, 256), (119, 247), (112, 230), (120, 231), (133, 234), (144, 238), (156, 240), (194, 246)]"
hulk,"[(64, 121), (56, 148), (54, 176), (55, 206), (56, 237), (62, 269), (71, 297), (86, 320), (113, 330), (148, 333), (187, 325), (228, 316), (263, 297), (287, 269), (300, 235), (309, 199), (316, 161)]","[(64, 90), (74, 75), (93, 71), (113, 74), (130, 84)]","[(161, 86), (190, 82), (221, 85), (248, 97), (266, 117)]","[(140, 110), (133, 128), (125, 146), (116, 165)]","[(102, 188), (110, 194), (122, 199), (137, 198), (154, 196)]","[(81, 112), (93, 102), (109, 103), (122, 117), (107, 120), (91, 118)]","[(186, 125), (201, 114), (219, 118), (234, 131), (217, 135), (200, 132)]","[(88, 241), (97, 229), (110, 222), (120, 228), (133, 226), (154, 239), (177, 258), (168, 256), (132, 244), (120, 242), (109, 239), (96, 242)]","[(177, 258), (151, 268), (128, 270), (115, 268), (104, 265), (94, 256), (88, 241), (96, 242), (107, 246), (118, 249), (130, 252), (168, 256)]"
hulk,"[(68, 133), (63, 161), (62, 189), (63, 219), (64, 250), (71, 280), (83, 305), (100, 324), (128, 331), (164, 333), (203, 327), (243, 319), (276, 302), (299, 274), (311, 240), (319, 205), (326, 168)]","[(70, 103), (81, 88), (100, 83), (121, 86), (138, 95)]","[(171, 98), (200, 93), (230, 97), (257, 107), (277, 126)]","[(151, 121), (144, 140), (137, 158), (129, 177)]","[(114, 200), (123, 205), (134, 210), (149, 209), (165, 208)]","[(88, 124), (101, 114), (118, 116), (130, 130), (115, 131), (99, 130)]","[(197, 136), (213, 126), (231, 129), (246, 142), (230, 145), (212, 142)]","[(99, 254), (110, 242), (123, 235), (133, 241), (146, 239), (167, 252), (190, 269), (181, 267), (145, 254), (132, 253), (122, 251), (106, 255)]","[(190, 269), (164, 278), (142, 280), (129, 278), (117, 275), (106, 268), (99, 254), (106, 255), (120, 258), (131, 261), (143, 262), (181, 267)]"
hulk,"[(-5, 81), (-3, 116), (-2, 150), (1, 185), (10, 217), (29, 244), (57, 262), (89, 272), (126, 274), (158, 273), (183, 262), (204, 243), (218, 216), (228, 186), (234, 155), (239, 123), (241, 91)]","[(21, 54), (40, 39), (67, 33), (95, 36), (119, 46)]","[(156, 47), (180, 42), (204, 44), (224, 52), (234, 70)]","[(141, 73), (142, 94), (143, 114), (144, 135)]","[(107, 151), (123, 156), (139, 161), (153, 159), (166, 156)]","[(50, 77), (67, 73), (83, 72), (98, 79), (83, 82), (66, 82)]","[(167, 85), (184, 80), (199, 83), (211, 90), (199, 92), (184, 90)]","[(82, 204), (101, 191), (121, 186), (134, 191), (148, 190), (163, 199), (172, 215), (165, 214), (147, 203), (133, 201), (120, 198), (90, 204)]","[(172, 215), (160, 227), (144, 230), (129, 229), (115, 226), (97, 218), (82, 204), (90, 204), (117, 210), (131, 213), (145, 214), (165, 214)]"
hulk,"[(-4, 119), (-3, 158), (0, 197), (9, 235), (30, 267), (61, 293), (98, 312), (137, 323), (175, 324), (203, 315), (220, 293), (234, 266), (244, 236), (251, 207), (255, 178), (256, 150), (254, 125)]","[(59, 93), (82, 76), (111, 69), (140, 70), (167, 79)]","[(199, 79), (218, 74), (236, 73), (253, 78), (260, 93)]","[(188, 105), (191, 124), (196, 143), (201, 163)]","[(160, 182), (175, 187), (191, 191), (203, 188), (213, 183)]","[(91, 114), (108, 109), (125, 108), (140, 113), (125, 118), (108, 119)]","[(204, 115), (219, 110), (233, 112), (242, 117), (233, 122), (219, 121)]","[(127, 234), (152, 218), (175, 211), (187, 216), (199, 213), (211, 221), (218, 234), (211, 234), (199, 226), (187, 226), (174, 224), (136, 233)]","[(218, 234), (208, 249), (196, 257), (183, 258), (169, 257), (148, 249), (127, 234), (136, 233), (171, 239), (184, 240), (196, 238), (211, 234)]"
hulk,"[(6, 104), (7, 142), (9, 180), (15, 219), (32, 253), (58, 283), (90, 306), (125, 323), (163, 326), (195, 323), (217, 301), (232, 273), (246, 243), (256, 212), (262, 181), (266, 149), (267, 118)]","[(61, 82), (82, 66), (109, 58), (138, 60), (164, 69)]","[(200, 70), (221, 64), (243, 65), (261, 73), (269, 92)]","[(185, 96), (187, 115), (190, 134), (192, 154)]","[(154, 172), (169, 177), (184, 182), (196, 179), (208, 175)]","[(93, 103), (110, 100), (125, 99), (139, 103), (125, 107), (109, 107)]","[(207, 106), (222, 103), (236, 105), (246, 111), (235, 114), (221, 112)]","[(120, 227), (142, 211), (165, 204), (180, 209), (192, 207), (205, 215), (213, 233), (205, 232), (191, 220), (179, 220), (164, 217), (130, 227)]","[(213, 233), (202, 250), (188, 257), (175, 258), (159, 256), (138, 247), (120, 227), (130, 227), (161, 239), (176, 241), (189, 240), (205, 232)]"
hulk,"[(-14, 90), (-11, 124), (-7, 157), (-3, 191), (9, 222), (32, 248), (64, 264), (100, 271), (138, 271), (169, 269), (189, 256), (202, 233), (211, 205), (217, 176), (220, 149), (222, 121), (221, 96)]","[(26, 57), (46, 42), (72, 35), (100, 36), (125, 46)]","[(158, 46), (178, 40), (198, 40), (215, 48), (223, 65)]","[(147, 70), (150, 90), (154, 108), (158, 128)]","[(120, 146), (136, 151), (150, 155), (161, 153), (171, 149)]","[(56, 78), (72, 74), (88, 72), (102, 77), (89, 83), (72, 84)]","[(166, 80), (182, 76), (196, 79), (204, 87), (195, 90), (182, 88)]","[(89, 199), (112, 185), (133, 179), (145, 184), (158, 182), (171, 191), (179, 206), (173, 204), (157, 196), (145, 195), (132, 192), (97, 198)]","[(179, 206), (168, 217), (155, 221), (141, 221), (127, 219), (108, 212), (89, 199), (97, 198), (129, 202), (142, 204), (155, 204), (173, 204)]"
hulk,"[(-4, 138), (2, 177), (8, 216), (21, 254), (46, 284), (82, 305), (123, 318), (164, 324), (200, 323), (225, 313), (237, 290), (245, 261), (250, 231), (254, 203), (257, 175), (257, 146), (251, 120)]","[(66, 99), (85, 81), (112, 71), (140, 69), (167, 77)]","[(202, 75), (217, 67), (234, 65), (249, 69), (257, 82)]","[(191, 107), (198, 124), (206, 141), (215, 159)]","[(175, 186), (191, 189), (206, 192), (218, 187), (227, 181)]","[(96, 124), (112, 117), (128, 114), (143, 119), (128, 125), (113, 126)]","[(208, 115), (222, 109), (236, 109), (246, 115), (236, 119), (222, 119)]","[(149, 242), (173, 225), (195, 215), (208, 217), (217, 213), (227, 219), (231, 234), (225, 234), (216, 229), (207, 230), (194, 231), (158, 241)]","[(231, 234), (227, 249), (218, 258), (207, 260), (193, 261), (172, 256), (149, 242), (158, 241), (194, 240), (207, 239), (216, 237), (225, 234)]"
hulk,"[(-6, 150), (1, 188), (9, 227), (22, 262), (47, 290), (82, 311), (124, 322), (167, 325), (202, 322), (226, 310), (238, 287), (246, 260), (251, 233), (253, 205), (254, 178), (252, 151), (247, 126)]","[(57, 116), (77, 94), (105, 81), (136, 78), (165, 85)]","[(194, 78), (211, 69), (228, 67), (244, 72), (250, 88)]","[(188, 108), (196, 126), (204, 144), (212, 163)]","[(173, 190), (189, 192), (204, 194), (215, 189), (223, 183)]","[(93, 131), (109, 125), (124, 121), (139, 124), (126, 130), (110, 133)]","[(203, 116), (215, 111), (228, 111), (237, 115), (229, 119), (216, 120)]","[(146, 248), (171, 229), (191, 218), (202, 220), (211, 216), (221, 222), (227, 236), (220, 236), (212, 230), (203, 232), (191, 233), (156, 246)]","[(227, 236), (223, 248), (215, 256), (204, 259), (192, 260), (172, 258), (146, 248), (156, 246), (191, 242), (203, 240), (212, 237), (220, 236)]"
hulk,"[(67, 120), (63, 150), (61, 179), (61, 211), (63, 244), (72, 274), (88, 298), (112, 314), (144, 324), (182, 325), (220, 319), (256, 308), (284, 288), (302, 260), (311, 228), (318, 196), (325, 164)]","[(86, 86), (97, 68), (118, 59), (142, 58), (162, 66)]","[(198, 70), (224, 66), (252, 71), (276, 84), (291, 106)]","[(176, 95), (170, 110), (164, 125), (157, 141)]","[(137, 170), (147, 174), (158, 178), (173, 178), (187, 178)]","[(105, 108), (117, 101), (132, 101), (147, 109), (131, 111), (116, 111)]","[(215, 116), (231, 110), (247, 115), (261, 124), (245, 125), (229, 122)]","[(111, 226), (124, 209), (140, 201), (152, 207), (164, 206), (183, 221), (201, 243), (192, 240), (163, 224), (151, 222), (138, 219), (119, 225)]","[(201, 243), (178, 250), (158, 250), (145, 249), (132, 246), (119, 238), (111, 226), (119, 225), (136, 229), (148, 232), (160, 233), (192, 240)]"
hulk,"[(-5, 113), (-3, 143), (-1, 172), (2, 203), (11, 231), (28, 253), (54, 266), (86, 271), (123, 273), (157, 274), (186, 268), (208, 254), (223, 230), (232, 202), (236, 172), (239, 141), (241, 112)]","[(16, 58), (32, 39), (56, 31), (83, 29), (108, 35)]","[(146, 34), (170, 30), (194, 32), (214, 41), (226, 60)]","[(130, 60), (130, 76), (130, 91), (131, 107)]","[(102, 135), (116, 138), (129, 141), (142, 139), (154, 138)]","[(43, 77), (57, 66), (75, 65), (90, 74), (75, 80), (58, 81)]","[(159, 76), (174, 67), (191, 69), (203, 81), (191, 84), (175, 82)]","[(79, 199), (95, 176), (115, 165), (128, 169), (142, 167), (159, 181), (171, 203), (163, 201), (141, 184), (127, 182), (114, 181), (86, 197)]","[(171, 203), (157, 213), (140, 216), (125, 216), (111, 215), (93, 211), (79, 199), (86, 197), (113, 197), (126, 197), (140, 198), (163, 201)]"
hulk,"[(-5, 114), (-2, 145), (1, 176), (8, 206), (22, 234), (46, 254), (76, 268), (109, 275), (145, 277), (175, 274), (195, 262), (210, 242), (220, 218), (227, 191), (231, 164), (235, 137), (236, 110)]","[(33, 67), (50, 45), (75, 34), (103, 31), (129, 37)]","[(165, 38), (187, 33), (209, 36), (228, 47), (236, 68)]","[(152, 64), (154, 79), (158, 93), (161, 108)]","[(127, 136), (142, 138), (156, 141), (168, 139), (179, 137)]","[(63, 81), (78, 70), (96, 69), (110, 80), (96, 84), (78, 85)]","[(175, 80), (190, 71), (206, 73), (216, 85), (206, 87), (190, 86)]","[(101, 195), (122, 173), (143, 164), (156, 168), (169, 166), (184, 178), (194, 200), (187, 198), (168, 180), (155, 179), (143, 178), (110, 194)]","[(194, 200), (183, 212), (167, 217), (153, 217), (139, 216), (119, 209), (101, 195), (110, 194), (141, 199), (154, 201), (167, 201), (187, 198)]"
hulk,"[(4, 110), (6, 142), (6, 172), (10, 204), (21, 233), (42, 255), (72, 265), (104, 271), (140, 272), (174, 274), (201, 269), (223, 259), (237, 238), (244, 211), (247, 183), (251, 155), (254, 128)]","[(47, 54), (66, 37), (90, 28), (117, 26), (141, 35)]","[(177, 37), (199, 34), (222, 39), (240, 50), (249, 72)]","[(160, 61), (160, 74), (161, 87), (161, 101)]","[(129, 131), (143, 134), (157, 137), (170, 137), (182, 136)]","[(74, 77), (89, 71), (104, 69), (119, 76), (104, 79), (89, 79)]","[(186, 82), (202, 79), (215, 83), (226, 92), (214, 92), (200, 88)]","[(99, 190), (120, 169), (142, 159), (155, 163), (167, 163), (182, 177), (192, 202), (185, 199), (165, 177), (153, 175), (140, 173), (108, 190)]","[(192, 202), (178, 215), (162, 217), (149, 216), (136, 214), (117, 207), (99, 190), (108, 190), (139, 197), (151, 199), (164, 200), (185, 199)]"
hulk,"[(18, 105), (16, 133), (15, 162), (16, 192), (21, 221), (34, 246), (57, 262), (87, 269), (124, 271), (162, 271), (197, 267), (227, 257), (249, 238), (259, 212), (263, 183), (267, 155), (271, 126)]","[(42, 58), (56, 39), (78, 31), (103, 29), (125, 36)]","[(157, 36), (183, 31), (210, 35), (233, 47), (247, 68)]","[(140, 59), (137, 74), (133, 88), (129, 103)]","[(105, 131), (116, 135), (127, 138), (141, 138), (154, 137)]","[(65, 78), (77, 70), (92, 69), (107, 75), (93, 79), (77, 81)]","[(173, 79), (188, 74), (204, 78), (216, 87), (202, 88), (187, 85)]","[(83, 188), (97, 170), (112, 163), (124, 168), (138, 166), (155, 179), (171, 196), (163, 193), (138, 182), (123, 181), (111, 179), (90, 185)]","[(171, 196), (152, 200), (134, 199), (120, 198), (107, 196), (94, 192), (83, 188), (90, 185), (110, 178), (121, 181), (135, 181), (163, 193)]"
hulk,"[(-1, 107), (4, 141), (9, 173), (17, 206), (30, 234), (53, 256), (85, 266), (119, 273), (156, 275), (189, 275), (215, 267), (235, 250), (250, 226), (257, 195), (258, 163), (261, 129), (262, 97)]","[(39, 50), (56, 32), (79, 22), (105, 21), (130, 27)]","[(170, 26), (193, 20), (216, 23), (236, 31), (249, 50)]","[(156, 55), (157, 70), (160, 84), (161, 100)]","[(132, 131), (146, 133), (160, 136), (172, 134), (184, 132)]","[(68, 73), (82, 62), (99, 60), (114, 71), (99, 76), (83, 77)]","[(184, 71), (198, 61), (215, 62), (227, 74), (215, 77), (199, 76)]","[(107, 194), (126, 172), (146, 161), (159, 165), (172, 163), (188, 175), (200, 199), (193, 197), (171, 180), (159, 179), (146, 178), (116, 193)]","[(200, 199), (188, 211), (171, 214), (158, 213), (144, 212), (125, 206), (107, 194), (116, 193), (145, 193), (158, 194), (171, 195), (193, 197)]"
hulk,"[(-5, 161), (-2, 195), (1, 228), (10, 261), (28, 290), (55, 310), (91, 320), (128, 325), (166, 326), (198, 326), (221, 317), (237, 298), (247, 273), (253, 244), (256, 215), (256, 186), (254, 159)]","[(48, 103), (67, 85), (92, 75), (120, 76), (143, 88)]","[(183, 92), (203, 85), (225, 87), (243, 97), (252, 116)]","[(170, 125), (173, 140), (176, 154), (180, 170)]","[(147, 202), (161, 204), (175, 206), (185, 205), (196, 204)]","[(76, 135), (91, 125), (109, 125), (125, 138), (109, 142), (91, 142)]","[(191, 142), (206, 131), (222, 133), (233, 145), (222, 149), (206, 148)]","[(122, 258), (145, 242), (164, 233), (175, 237), (186, 235), (200, 247), (210, 265), (204, 263), (185, 252), (175, 252), (163, 249), (130, 257)]","[(210, 265), (199, 272), (185, 274), (173, 273), (161, 271), (144, 266), (122, 258), (130, 257), (163, 254), (174, 257), (185, 257), (204, 263)]"
hulk,"[(12, 155), (16, 189), (19, 224), (27, 259), (45, 289), (74, 310), (111, 320), (150, 324), (190, 325), (224, 324), (248, 314), (263, 294), (271, 267), (275, 239), (277, 211), (277, 182), (274, 155)]","[(67, 93), (85, 74), (111, 63), (139, 63), (163, 75)]","[(204, 79), (223, 73), (244, 76), (261, 87), (270, 105)]","[(190, 110), (194, 125), (198, 138), (202, 152)]","[(170, 187), (183, 189), (197, 191), (206, 191), (216, 189)]","[(96, 123), (111, 112), (129, 111), (146, 125), (128, 129), (110, 129)]","[(210, 130), (225, 118), (242, 121), (252, 134), (241, 138), (225, 136)]","[(143, 246), (167, 228), (187, 218), (198, 222), (208, 219), (220, 232), (231, 254), (223, 251), (206, 239), (197, 238), (185, 236), (153, 245)]","[(231, 254), (219, 261), (206, 262), (195, 262), (183, 260), (165, 255), (143, 246), (153, 245), (185, 242), (197, 244), (206, 246), (223, 251)]"
hulk,"[(-8, 149), (-4, 185), (-1, 219), (7, 254), (24, 284), (52, 307), (89, 318), (130, 323), (172, 324), (207, 323), (231, 313), (244, 291), (251, 261), (255, 231), (257, 202), (258, 173), (255, 146)]","[(49, 91), (67, 71), (93, 60), (121, 60), (145, 71)]","[(188, 75), (207, 69), (227, 72), (244, 82), (253, 100)]","[(173, 105), (176, 120), (180, 134), (184, 149)]","[(152, 183), (165, 185), (179, 187), (189, 186), (199, 185)]","[(78, 119), (94, 108), (112, 107), (128, 119), (112, 124), (94, 124)]","[(194, 123), (209, 114), (225, 116), (235, 128), (224, 131), (208, 129)]","[(127, 241), (150, 224), (169, 214), (180, 218), (190, 216), (203, 229), (213, 249), (206, 247), (189, 235), (179, 234), (168, 232), (136, 241)]","[(213, 249), (202, 257), (189, 258), (177, 257), (165, 254), (148, 250), (127, 241), (136, 241), (167, 237), (178, 239), (188, 241), (206, 247)]"
hulk,"[(-7, 158), (-3, 193), (0, 227), (7, 260), (24, 289), (51, 310), (87, 319), (125, 324), (163, 326), (196, 326), (220, 316), (236, 297), (247, 271), (252, 241), (255, 212), (256, 183), (254, 155)]","[(47, 101), (66, 83), (92, 74), (120, 75), (143, 85)]","[(185, 88), (204, 83), (224, 85), (241, 95), (250, 113)]","[(170, 120), (173, 134), (177, 147), (181, 162)]","[(148, 196), (162, 198), (175, 199), (185, 199), (196, 198)]","[(75, 132), (91, 120), (109, 120), (125, 135), (108, 139), (90, 138)]","[(191, 139), (205, 127), (222, 129), (233, 142), (222, 147), (205, 146)]","[(123, 254), (146, 238), (165, 228), (176, 233), (186, 230), (199, 243), (209, 262), (201, 260), (185, 249), (175, 248), (164, 246), (132, 254)]","[(209, 262), (198, 270), (185, 272), (173, 271), (161, 268), (144, 263), (123, 254), (132, 254), (163, 250), (174, 252), (185, 254), (201, 260)]"
hulk,"[(-9, 157), (-6, 191), (-3, 225), (3, 260), (20, 289), (48, 310), (85, 320), (124, 324), (164, 325), (197, 324), (220, 314), (234, 294), (241, 267), (245, 239), (248, 211), (250, 182), (248, 155)]","[(42, 93), (60, 75), (86, 65), (113, 65), (137, 76)]","[(179, 80), (198, 75), (219, 78), (235, 87), (245, 105)]","[(165, 111), (168, 125), (172, 138), (176, 153)]","[(142, 187), (156, 189), (170, 191), (180, 191), (191, 189)]","[(70, 124), (85, 112), (104, 111), (120, 125), (103, 129), (85, 128)]","[(185, 129), (200, 118), (216, 120), (227, 134), (216, 137), (200, 134)]","[(117, 246), (140, 229), (160, 218), (171, 223), (181, 220), (195, 233), (205, 254), (197, 252), (180, 240), (170, 239), (158, 237), (127, 245)]","[(205, 254), (194, 262), (181, 264), (169, 263), (157, 261), (139, 255), (117, 246), (127, 245), (158, 242), (170, 244), (181, 246), (197, 252)]"
hulk,"[(37, 9), (20, 43), (9, 79), (0, 117), (-3, 156), (2, 194), (17, 223), (38, 245), (66, 260), (100, 268), (137, 266), (171, 258), (200, 242), (224, 221), (245, 198), (261, 171), (274, 143)]","[(70, -12), (91, -19), (114, -11), (133, 3), (146, 22)]","[(185, 43), (210, 47), (233, 59), (250, 74), (258, 93)]","[(152, 62), (143, 82), (134, 102), (125, 123)]","[(93, 130), (102, 141), (112, 151), (126, 155), (140, 156)]","[(78, 26), (93, 26), (108, 35), (117, 52), (101, 46), (86, 37)]","[(183, 84), (202, 83), (218, 92), (226, 108), (211, 104), (196, 95)]","[(52, 165), (72, 163), (91, 167), (101, 176), (115, 180), (128, 196), (138, 215), (131, 211), (109, 192), (96, 186), (85, 179), (59, 168)]","[(138, 215), (114, 215), (96, 212), (83, 206), (70, 197), (58, 183), (52, 165), (59, 168), (80, 182), (92, 189), (105, 195), (131, 211)]"
hulk,"[(58, 12), (39, 39), (25, 69), (17, 103), (13, 139), (11, 178), (15, 215), (24, 249), (47, 270), (81, 278), (123, 274), (165, 268), (204, 255), (236, 233), (258, 204), (275, 173), (290, 140)]","[(78, -1), (101, -3), (121, 10), (138, 26), (149, 45)]","[(178, 62), (205, 64), (231, 74), (251, 90), (261, 109)]","[(153, 73), (140, 93), (128, 112), (115, 132)]","[(88, 133), (95, 146), (104, 157), (120, 160), (137, 161)]","[(87, 33), (103, 34), (117, 45), (126, 60), (110, 54), (95, 45)]","[(183, 93), (201, 91), (217, 101), (228, 115), (211, 112), (196, 104)]","[(55, 164), (70, 164), (87, 169), (94, 180), (108, 184), (125, 200), (139, 220), (131, 216), (103, 196), (90, 189), (82, 181), (61, 169)]","[(139, 220), (110, 228), (87, 225), (73, 218), (63, 209), (55, 190), (55, 164), (61, 169), (74, 194), (83, 203), (96, 209), (131, 216)]"
hulk,"[(15, 81), (7, 113), (2, 146), (1, 178), (7, 209), (19, 237), (39, 258), (64, 271), (97, 276), (128, 277), (159, 272), (189, 263), (213, 245), (232, 221), (245, 192), (255, 164), (262, 133)]","[(46, 43), (65, 33), (88, 34), (111, 43), (128, 57)]","[(170, 64), (194, 61), (216, 64), (236, 73), (246, 90)]","[(146, 88), (142, 107), (138, 126), (133, 145)]","[(102, 160), (114, 166), (126, 172), (140, 173), (153, 172)]","[(65, 77), (80, 69), (99, 73), (110, 90), (94, 91), (76, 87)]","[(175, 104), (192, 94), (209, 98), (219, 112), (207, 115), (190, 111)]","[(70, 209), (88, 198), (108, 194), (119, 201), (132, 200), (147, 214), (159, 231), (151, 230), (129, 216), (117, 213), (106, 210), (77, 211)]","[(159, 231), (141, 242), (123, 243), (109, 241), (97, 237), (81, 228), (70, 209), (77, 211), (102, 218), (113, 221), (126, 223), (151, 230)]"
hulk,"[(23, 77), (23, 109), (26, 142), (32, 174), (42, 204), (58, 231), (77, 254), (101, 271), (132, 278), (162, 276), (191, 264), (215, 244), (236, 218), (250, 188), (260, 156), (266, 123), (270, 88)]","[(46, 44), (60, 28), (83, 23), (105, 29), (125, 42)]","[(166, 45), (190, 38), (214, 37), (237, 44), (250, 64)]","[(146, 74), (144, 96), (142, 119), (140, 142)]","[(113, 153), (126, 159), (139, 165), (153, 162), (167, 160)]","[(68, 72), (83, 64), (101, 65), (115, 80), (98, 82), (80, 80)]","[(177, 85), (194, 75), (212, 76), (225, 86), (212, 92), (194, 90)]","[(92, 198), (108, 189), (124, 186), (137, 191), (149, 190), (165, 198), (181, 210), (173, 210), (148, 202), (136, 201), (123, 198), (100, 199)]","[(181, 210), (163, 224), (146, 229), (132, 228), (119, 225), (105, 215), (92, 198), (100, 199), (121, 207), (134, 211), (146, 212), (173, 210)]"
